,description,disease,is_original
9738,musclcle pain,Malaria,False
9739,mwscle pain,Malaria,False
9740,muscle paain,Malaria,False
9741,muscle pain,Malaria,True
9742,muscle payn,Malaria,False
9743,mmaumivu ya misuli,Malaria,False
9744,mauhvu ya misuli,Malaria,False
9745,maumifu ya mmisuli,Malaria,False
9746,maumivu ya miali,Malaria,False
9747,maumivu ya misuli,Malaria,True
9748,chilhhills,Typhoid,False
9749,chills,Typhoid,True
9750,baridi kai,Typhoid,False
9751,baridi kali,Typhoid,True
9752,be kali,Typhoid,False
9753,vometing,Typhoid,False
9754,vomiting,Typhoid,True
9755,vomiding,Typhoid,False
9756,kutapyka,Typhoid,False
9757,ktapika,Typhoid,False
9758,kutapikpika,Typhoid,False
9759,kutapika,Typhoid,True
9760,fatigue,Typhoid,True
9761,uc,Typhoid,False
9762,uuchovu,Typhoid,False
9763,uchovu,Typhoid,True
9764,high fr,Typhoid,False
9765,higmh vever,Typhoid,False
9766,high fever,Typhoid,True
9767,hmgh fever,Typhoid,False
9768,high fiver,Typhoid,False
9769,homa kaaali,Typhoid,False
9770,hom kali,Typhoid,False
9771,homa kli,Typhoid,False
9772,homa kale,Typhoid,False
9773,homa keli,Typhoid,False
9774,homa kali,Typhoid,True
9775,headache,Typhoid,True
9776,maumivu ya kichwa,Typhoid,True
9777,mbaumivu ya kichwa,Typhoid,False
9778,maumivu ya kichmichwa,Typhoid,False
9779,maumifu ya kichwa,Typhoid,False
9780,maumyvu ya kichwa,Typhoid,False
9781,naasea,Typhoid,False
9782,nausea,Typhoid,True
9783,neusea,Typhoid,False
9784,nausuusea,Typhoid,False
9785,kichiefuchefu,Typhoid,False
9786,kichefuchefu,Typhoid,True
9787,kechefuchefu,Typhoid,False
9788,keechefuchefu,Typhoid,False
9789,constipation,Typhoid,True
9790,consteepation,Typhoid,False
9791,kukomukosa choo,Typhoid,False
9792,kukosa choo,Typhoid,True
9793,kukosa chao,Typhoid,False
9794,abdominal paen,Typhoid,False
9795,abdomihdominal paeen,Typhoid,False
9796,abdomi pain,Typhoid,False
9797,abdominal phain,Typhoid,False
9798,abdominal pann,Typhoid,False
9799,abdominal pain,Typhoid,True
9800,abdomimal pain,Typhoid,False
9801,maumivu ya tumvo,Typhoid,False
9802,maumyvu ya tumbo,Typhoid,False
9803,mawmivu ya tumbo,Typhoid,False
9804,maumivu ya tumbo,Typhoid,True
9805,mumivu ya tumbo,Typhoid,False
9806,maumivu ya twmbo,Typhoid,False
9807,maumivu ya tumo,Typhoid,False
9808,diarrhoea,Typhoid,True
9809,kuharisa,Typhoid,False
9810,kuharisha,Typhoid,True
9811,kuharharisha,Typhoid,False
9812,toxic look (typhos),Typhoid,True
9813,toxic looch (typhos),Typhoid,False
9814,oxic look (typhos),Typhoid,False
9815,toxic look (typhous),Typhoid,False
9816,toxic look (typhoo),Typhoid,False
9817,mno wa sumu (typhos),Typhoid,False
9818,muonyekano wa sumu (typhos),Typhoid,False
9819,muonekano wa sumu (typhos),Typhoid,True
9820,muonekano wa sunu (typhos),Typhoid,False
9821,bielly pain,Typhoid,False
9822,bally pain,Typhoid,False
9823,belly pain,Typhoid,True
9824,maumivu ya tumbo,Typhoid,True
9825,maumivu ya thumbo,Typhoid,False
9826,maumivu ya tnumbo,Typhoid,False
9827,mahu ya tumbo,Typhoid,False
9828,burning micturitioicturition,UTI,False
9829,burning micturition,UTI,True
9830,burning micturitioon,UTI,False
9831,hisi ya moto wakati wa kukojoa,UTI,True
9832,hisi ya moto wekati wa kukojoa,UTI,False
9833,hesi ya moto wakati wa kukojoa,UTI,False
9834,bladder discomfort,UTI,True
9835,bladder tiscomfort,UTI,False
9836,usumbuphu wa kibofu,UTI,False
9837,usumvufu wa kibofu,UTI,False
9838,usumbufu wa kibofu,UTI,True
9839,foul smell of urane,UTI,False
9840,foul smell of urie,UTI,False
9841,foul smell of urine,UTI,True
9842,foulooul smell of urine,UTI,False
9843,harufu mbaya ya mkojo,UTI,True
9844,harufu nbaya ya mkojo,UTI,False
9845,harufu mvaya ya mkojo,UTI,False
9846,harufu mbaaya ya mcojo,UTI,False
9847,harufu mbaya ya mkojoi,UTI,False
9848,continuous feel of uune,UTI,False
9849,continuous feel of urene,UTI,False
9850,continuous feel of urine,UTI,True
9851,continuous peel of urine,UTI,False
9852,hisia ya haja ndogo kila wakathi,UTI,False
9853,hisia ya haja ndogo keela wakii,UTI,False
9854,hisia ya haja ndogo kila wakati,UTI,True
9855,hinia ya haja ndogo kila wakati,UTI,False
9856,hiha ya haja ndogo kila wakati,UTI,False
9857,hisia ya haja ndego kilala wakati,UTI,False
9858,chills,Malaria,True
9859,chillsis,Malaria,False
9860,barydi kali,Malaria,False
9861,bariti kali,Malaria,False
9862,baridharidi kali,Malaria,False
9863,bmaridi kali,Malaria,False
9864,baridi kali,Malaria,True
9865,vomitin,Malaria,False
9866,vommiting,Malaria,False
9867,vomiting,Malaria,True
9868,vomitinumiting,Malaria,False
9869,kutaapika,Malaria,False
9870,chutapika,Malaria,False
9871,kutapika,Malaria,True
9872,kuutapika,Malaria,False
9873,himh fever,Malaria,False
9874,high phever,Malaria,False
9875,hihgh fever,Malaria,False
9876,high fever,Malaria,True
9877,homa chali,Malaria,False
9878,homa kali,Malaria,True
9879,sweatink,Malaria,False
9880,sweateeng,Malaria,False
9881,sweating,Malaria,True
9882,sweathing,Malaria,False
9883,kudokwa jaoasho,Malaria,False
9884,kutokwa jasho,Malaria,True
9885,kutokw jasho,Malaria,False
9886,kutokwiokwa jasho,Malaria,False
9887,headache,Malaria,True
9888,headnhe,Malaria,False
9889,hendache,Malaria,False
9890,maumivu ya chichwa,Malaria,False
9891,maumivu ya kichwa,Malaria,True
9892,maaumivu ya kichwa,Malaria,False
9893,maumevu ya kichwa,Malaria,False
9894,maumivu ya kishwa,Malaria,False
9895,mumivu ya kichwa,Malaria,False
9896,maumivu ya kicchwa,Malaria,False
9897,nausea,Malaria,True
9898,nausaa,Malaria,False
9899,nyausea,Malaria,False
9900,kichefuchefu,Malaria,True
9901,diarrhouea,Malaria,False
9902,diarrhoea,Malaria,True
9903,diarrhooea,Malaria,False
9904,kuharisha,Malaria,True
9905,muscle pain,Malaria,True
9906,muscla pain,Malaria,False
9907,maumivu ya misuli,Malaria,True
9908,maumivu ya misuuli,Malaria,False
9909,maumivu ya m,Malaria,False
9910,chilloills,Typhoid,False
9911,cnills,Typhoid,False
9912,chills,Typhoid,True
9913,bharidi kali,Typhoid,False
9914,baridi kli,Typhoid,False
9915,paridi kali,Typhoid,False
9916,baridi kaly,Typhoid,False
9917,baridi kali,Typhoid,True
9918,vomitin,Typhoid,False
9919,vomiting,Typhoid,True
9920,kutapnutapika,Typhoid,False
9921,kutepika,Typhoid,False
9922,kutapua,Typhoid,False
9923,kutapika,Typhoid,True
9924,fatiguue,Typhoid,False
9925,fatigue,Typhoid,True
9926,uchofu,Typhoid,False
9927,uchovo,Typhoid,False
9928,uchovu,Typhoid,True
9929,hgh fever,Typhoid,False
9930,high fever,Typhoid,True
9931,homa kali,Typhoid,True
9932,homa kaali,Typhoid,False
9933,headache,Typhoid,True
9934,headachhe,Typhoid,False
9935,maunumivu ya kichwa,Typhoid,False
9936,maumivu ya kichwa,Typhoid,True
9937,maumiumivu ya kichwa,Typhoid,False
9938,maumivu yaa kichwa,Typhoid,False
9939,maummu ya kehwa,Typhoid,False
9940,nusea,Typhoid,False
9941,nausea,Typhoid,True
9942,kichenichefuchefu,Typhoid,False
9943,kichefuuchefu,Typhoid,False
9944,kichefuchefu,Typhoid,True
9945,ichefuchefu,Typhoid,False
9946,chchefuchefu,Typhoid,False
9947,constipation,Typhoid,True
9948,constipatioan,Typhoid,False
9949,constipatimation,Typhoid,False
9950,kukosa coo,Typhoid,False
9951,kukosa choo,Typhoid,True
9952,kumukosa choo,Typhoid,False
9953,kkosa choo,Typhoid,False
9954,abdoominal pain,Typhoid,False
9955,abdominal pain,Typhoid,True
9956,abdomimal pain,Typhoid,False
9957,maumivu ya tummbo,Typhoid,False
9958,maoomivu ya tumbo,Typhoid,False
9959,mauu ya tumbo,Typhoid,False
9960,mawmivu ya tumbo,Typhoid,False
9961,maumivu ya tumbo,Typhoid,True
9962,maumivu ya tumo,Typhoid,False
9963,diarrhoea,Typhoid,True
9964,kuharisha,Typhoid,True
9965,toxia look (typhos),Typhoid,False
9966,toxic lok (typhos),Typhoid,False
9967,tooxic look (typhos),Typhoid,False
9968,toxic look (typhos),Typhoid,True
9969,muonekano wa sumu (ty),Typhoid,False
9970,muonechano wa sumu (typhos),Typhoid,False
9971,muonekano wa suumu (typhos),Typhoid,False
9972,muonekano wa sunu (typhos),Typhoid,False
9973,muonekano wa soomu (typhos),Typhoid,False
9974,muononekano wa sumu (yphos),Typhoid,False
9975,muonekano wa sumu (typhos),Typhoid,True
9976,muonekano wa sumu (tyhos),Typhoid,False
9977,muonnekano wa sumu (typhos),Typhoid,False
9978,belly pein,Typhoid,False
9979,belly painy,Typhoid,False
9980,belly pin,Typhoid,False
9981,belly pain,Typhoid,True
9982,maumivu ya tumbo,Typhoid,True
9983,maumiumivu ya tumbo,Typhoid,False
9984,mauminumivu ya tumboimbo,Typhoid,False
9985,naumivu ya tumbo,Typhoid,False
9986,burneng micturition,UTI,False
9987,burnig micturition,UTI,False
9988,burning micturitiony,UTI,False
9989,burning micturition,UTI,True
9990,burning micturhcturition,UTI,False
9991,hisii ya moto wakati wa kokojoa,UTI,False
9992,hisi ya moao wakati wa kukojoa,UTI,False
9993,hnsi ya moto wakati wa kukojoa,UTI,False
9994,hisi ya mo wakati wa kwkojoa,UTI,False
9995,hisi ya moto wakati we kukajoa,UTI,False
9996,hisi ya moto wakati wa kukojoa,UTI,True
9997,hii ya moto wakati wa kukojoa,UTI,False
9998,bladder discomfmrt,UTI,False
9999,bladder discomfort,UTI,True
10000,bladdir dhiscomfort,UTI,False
10001,bladder discomford,UTI,False
10002,usumbufu wa kiu,UTI,False
10003,usumbhufu wa kibofu,UTI,False
10004,usumbufu wa kibofu,UTI,True
10005,usumbufu wa kibof,UTI,False
10006,usumbufu wa kiboufu,UTI,False
10007,foul smell of urinie,UTI,False
10008,foul sell of urine,UTI,False
10009,foul smell ouf urine,UTI,False
10010,foul smell of urinye,UTI,False
10011,foul smell of urine,UTI,True
10012,foul smell of uryne,UTI,False
10013,harufu mbaya ya mkojo,UTI,True
10014,hnarufu mbaya ya mkojo,UTI,False
10015,haroofu mbaya ya mkojo,UTI,False
10016,hrufu mbaya ya mkojo,UTI,False
10017,harufu mvaya ya mkojo,UTI,False
10018,harwfu mbaya ya mkojo,UTI,False
10019,harufmu mbaya ya mkojo,UTI,False
10020,continuuous feel of urine,UTI,False
10021,continuous feueel of urina,UTI,False
10022,contenuous feel of urine,UTI,False
10023,continuous feel of urhne,UTI,False
10024,continuous feel of urinmne,UTI,False
10025,coontinuous feel of urine,UTI,False
10026,continuous feemeel of urine,UTI,False
10027,continuous feel of urine,UTI,True
10028,hisia ya haja ndogo kilaa wakati,UTI,False
10029,hisia ya heja ndogo kila wakati,UTI,False
10030,hii ya haja ndogo kila wakati,UTI,False
10031,hisie ya haja ndogo kihila wakati,UTI,False
10032,hisia ya hja ndogo kila wakati,UTI,False
10033,hisia ya haja ndogo kila wakati,UTI,True
10034,hisia ya haja ndogo kha wakati,UTI,False
10035,chimlls,Malaria,False
10036,cheells,Malaria,False
10037,chills,Malaria,True
10038,baridi chali,Malaria,False
10039,baridi keli,Malaria,False
10040,baridi kali,Malaria,True
10041,baridi kaly,Malaria,False
10042,barihdi kali,Malaria,False
10043,fomiting,Malaria,False
10044,vomitink,Malaria,False
10045,vomiting,Malaria,True
10046,kutapiika,Malaria,False
10047,kutapika,Malaria,True
10048,cutapika,Malaria,False
10049,hegh fever,Malaria,False
10050,high fever,Malaria,True
10051,high fiver,Malaria,False
10052,hmma kali,Malaria,False
10053,homa keli,Malaria,False
10054,homa kali,Malaria,True
10055,homba kali,Malaria,False
10056,homa khli,Malaria,False
10057,sweating,Malaria,True
10058,sweaing,Malaria,False
10059,sweatin,Malaria,False
10060,kutokw jasho,Malaria,False
10061,kwtokwa jasho,Malaria,False
10062,kutokwa jasho,Malaria,True
10063,ktokwa jasho,Malaria,False
10064,headache,Malaria,True
10065,headace,Malaria,False
10066,headhache,Malaria,False
10067,maumivu ya kihwa,Malaria,False
10068,maumivu ya kichwa,Malaria,True
10069,maumivu ya kichw,Malaria,False
10070,maumivu ya chichwa,Malaria,False
10071,nausea,Malaria,True
10072,naausea,Malaria,False
10073,kikyefuchefu,Malaria,False
10074,kichefuchefu,Malaria,True
10075,kichefwchefu,Malaria,False
10076,diarrhoea,Malaria,True
10077,diarroea,Malaria,False
10078,diaarrhoea,Malaria,False
10079,deearrhoea,Malaria,False
10080,diahoea,Malaria,False
10081,kooharisha,Malaria,False
10082,kuharisha,Malaria,True
10083,muscle pin,Malaria,False
10084,muscle phain,Malaria,False
10085,muscle paian,Malaria,False
10086,muscle pain,Malaria,True
10087,muschcle pain,Malaria,False
10088,muscle painn,Malaria,False
10089,maumivu ya meesuli,Malaria,False
10090,maumivu ya misuli,Malaria,True
10091,maumivhu ya misuli,Malaria,False
10092,chills,Typhoid,True
10093,bariidi kali,Typhoid,False
10094,baridi kaali,Typhoid,False
10095,baridi kai,Typhoid,False
10096,baridi kali,Typhoid,True
10097,vomiting,Typhoid,True
10098,vomiding,Typhoid,False
10099,kudapika,Typhoid,False
10100,kwtapika,Typhoid,False
10101,kutapika,Typhoid,True
10102,fatigue,Typhoid,True
10103,uchnvu,Typhoid,False
10104,uchovhu,Typhoid,False
10105,uchovu,Typhoid,True
10106,hig fever,Typhoid,False
10107,hmgh fever,Typhoid,False
10108,high fever,Typhoid,True
10109,homa kani,Typhoid,False
10110,homa kali,Typhoid,True
10111,headache,Typhoid,True
10112,headace,Typhoid,False
10113,maaumivu ya kichwa,Typhoid,False
10114,maumivu ya kichwa,Typhoid,True
10115,maumivu ya chichwa,Typhoid,False
10116,nausea,Typhoid,True
10117,kikyefuchefu,Typhoid,False
10118,kichefuchefu,Typhoid,True
10119,kichefchefu,Typhoid,False
10120,conspation,Typhoid,False
10121,connstipation,Typhoid,False
10122,constipation,Typhoid,True
10123,consipation,Typhoid,False
10124,kukoosa choo,Typhoid,False
10125,kukosa choo,Typhoid,True
10126,kwkosa choo,Typhoid,False
10127,kuosa choo,Typhoid,False
10128,abdaminal pain,Typhoid,False
10129,abdominal paain,Typhoid,False
10130,abdoninal pain,Typhoid,False
10131,abdoinal pain,Typhoid,False
10132,abdhominal pain,Typhoid,False
10133,abdominal pain,Typhoid,True
10134,maoomivu ya tumbo,Typhoid,False
10135,maumivu ya tumbbo,Typhoid,False
10136,mawmivu ya tumbo,Typhoid,False
10137,maumivu ya tumbo,Typhoid,True
10138,maumivu ya dumbo,Typhoid,False
10139,maumevu ya tumbo,Typhoid,False
10140,diarrhoea,Typhoid,True
10141,diarrhooea,Typhoid,False
10142,kuharicha,Typhoid,False
10143,kuuharisha,Typhoid,False
10144,kuharesha,Typhoid,False
10145,kuharisha,Typhoid,True
10146,toxic look (tyhos),Typhoid,False
10147,toxic lo (typhos),Typhoid,False
10148,toxic look (typhos),Typhoid,True
10149,toxic look (typhosm),Typhoid,False
10150,doxic look (typhos),Typhoid,False
10151,muomekano wa sumu (typhos),Typhoid,False
10152,muonekano wa sumu (typhos),Typhoid,True
10153,belly painn,Typhoid,False
10154,velly pain,Typhoid,False
10155,belly paiin,Typhoid,False
10156,belly pain,Typhoid,True
10157,maumibu ya tumbo,Typhoid,False
10158,mmaumivu ya tumbo,Typhoid,False
10159,maumivu ya tumbo,Typhoid,True
10160,maumivu y tumbo,Typhoid,False
10161,maumevu ya tumbo,Typhoid,False
10162,burninang micturition,UTI,False
10163,burning micturitiorition,UTI,False
10164,burning mictumtion,UTI,False
10165,burnin micturition,UTI,False
10166,burning micturition,UTI,True
10167,purning micturition,UTI,False
10168,burning mictcturition,UTI,False
10169,hisi ya moto wanti wa kukojoa,UTI,False
10170,hi ya moto wakati wa kukojoa,UTI,False
10171,hisi ya moto wakatati wa kukojoa,UTI,False
10172,hisi ya moto wakati wa ukojoa,UTI,False
10173,hisi ya moto wakati wa kookojoa,UTI,False
10174,hisi ya mouto wakati wa kukojoa,UTI,False
10175,hisi ya moto wakati wa kukojoa,UTI,True
10176,bladder discomfort,UTI,True
10177,bladdier discomfort,UTI,False
10178,usumbbufu wa kibofu,UTI,False
10179,usumbufu wa kiu,UTI,False
10180,usumbhufu wa kibofu,UTI,False
10181,usumbufu wa kibofu,UTI,True
10182,fooul smell of uorine,UTI,False
10183,fml smell of urine,UTI,False
10184,voul smell of urine,UTI,False
10185,foul smell of urine,UTI,True
10186,harufu mbaya ya mkojo,UTI,True
10187,harufu mpaya ya mkojo,UTI,False
10188,haroofu mbaya ya mkojo,UTI,False
10189,harufu nbaya ya mkojo,UTI,False
10190,harufu mbaya ya mcojo,UTI,False
10191,harufu mbya ya mkojo,UTI,False
10192,harufu mbaya yaa mkojo,UTI,False
10193,continuous feel of urinine,UTI,False
10194,continuous feeael of urine,UTI,False
10195,continumntinuous feel of urine,UTI,False
10196,continuous feel of urinne,UTI,False
10197,continuous feel of urihrine,UTI,False
10198,continuous feel of urine,UTI,True
10199,continuounuous feel of urine,UTI,False
10200,hisia ya haja ndogo kila wakati,UTI,True
10201,hisia ya haja nogo kila wakati,UTI,False
10202,hisisia ya haja ndhogo kila wakati,UTI,False
10203,hisia ya haja ndogo ka wakati,UTI,False
10204,chills,Malaria,True
10205,baridi ki,Malaria,False
10206,baridi kaali,Malaria,False
10207,baridi kali,Malaria,True
10208,bar kali,Malaria,False
10209,vomitog,Malaria,False
10210,vomitimg,Malaria,False
10211,vomiting,Malaria,True
10212,kwtapika,Malaria,False
10213,kutapika,Malaria,True
10214,kuapika,Malaria,False
10215,high fever,Malaria,True
10216,hama kali,Malaria,False
10217,home kali,Malaria,False
10218,homa kali,Malaria,True
10219,sweating,Malaria,True
10220,sweatin,Malaria,False
10221,kutokwa jasho,Malaria,True
10222,kudokwa jasho,Malaria,False
10223,kutokwa jaso,Malaria,False
10224,headache,Malaria,True
10225,headashe,Malaria,False
10226,headhache,Malaria,False
10227,maumeevu ya kichwwa,Malaria,False
10228,maumivu ya kichwa,Malaria,True
10229,maumivu ya kechwa,Malaria,False
10230,nausea,Malaria,True
10231,nausesea,Malaria,False
10232,ichefuchefu,Malaria,False
10233,kichefuchefu,Malaria,True
10234,diarrhoea,Malaria,True
10235,diarrhoia,Malaria,False
10236,kuharicha,Malaria,False
10237,kuharisha,Malaria,True
10238,muscle pain,Malaria,True
10239,muscle painy,Malaria,False
10240,muscle payn,Malaria,False
10241,muscle paain,Malaria,False
10242,mauo ya misuli,Malaria,False
10243,maumivu yaa misuli,Malaria,False
10244,maumibu ya misuli,Malaria,False
10245,maumivu ya misuli,Malaria,True
10246,mawmivu ya misuli,Malaria,False
10247,chills,Typhoid,True
10248,baridi kale,Typhoid,False
10249,baridi chali,Typhoid,False
10250,baridi kali,Typhoid,True
10251,baridi cali,Typhoid,False
10252,fomiting,Typhoid,False
10253,vomig,Typhoid,False
10254,voniting,Typhoid,False
10255,vomiting,Typhoid,True
10256,vhomiting,Typhoid,False
10257,vomiding,Typhoid,False
10258,kutaapika,Typhoid,False
10259,kutapimika,Typhoid,False
10260,kutapika,Typhoid,True
10261,kootapika,Typhoid,False
10262,fatiguue,Typhoid,False
10263,fatigwe,Typhoid,False
10264,fatigue,Typhoid,True
10265,uchovhovu,Typhoid,False
10266,uchovu,Typhoid,True
10267,high fever,Typhoid,True
10268,high fevver,Typhoid,False
10269,homha kali,Typhoid,False
10270,hoooma kli,Typhoid,False
10271,homa kalia,Typhoid,False
10272,homa kali,Typhoid,True
10273,headache,Typhoid,True
10274,headhache,Typhoid,False
10275,maumivu ya kichwa,Typhoid,True
10276,maumivuovu ya kichwa,Typhoid,False
10277,maumivu ya kichwe,Typhoid,False
10278,maum ya kishwa,Typhoid,False
10279,mauumivu ya kichwa,Typhoid,False
10280,maumivu ya kica,Typhoid,False
10281,nnausea,Typhoid,False
10282,nausea,Typhoid,True
10283,naoosea,Typhoid,False
10284,kichefuuchefu,Typhoid,False
10285,kichevuchefu,Typhoid,False
10286,cichefuchefu,Typhoid,False
10287,kichefuchefu,Typhoid,True
10288,canstipation,Typhoid,False
10289,constipationoonstipation,Typhoid,False
10290,constipation,Typhoid,True
10291,constiphation,Typhoid,False
10292,kukosa choo,Typhoid,True
10293,kukosa chooo,Typhoid,False
10294,kukose choo,Typhoid,False
10295,kkosa choo,Typhoid,False
10296,chukosa choo,Typhoid,False
10297,abdominal pain,Typhoid,True
10298,abdomynal pain,Typhoid,False
10299,bdominal pain,Typhoid,False
10300,abdouminal pan,Typhoid,False
10301,maumivu ya twmbo,Typhoid,False
10302,maumivu ya thmbo,Typhoid,False
10303,meumivu ya tumbo,Typhoid,False
10304,maumivu ya tumbo,Typhoid,True
10305,maue ya tumbo,Typhoid,False
10306,diarrhouea,Typhoid,False
10307,diarrhoea,Typhoid,True
10308,dierrhoea,Typhoid,False
10309,diarrhooea,Typhoid,False
10310,cuharisha,Typhoid,False
10311,kuharisha,Typhoid,True
10312,kuharnha,Typhoid,False
10313,oxic look (typhos),Typhoid,False
10314,toxic look (typhos),Typhoid,True
10315,muonekano wa sumu (thyphos),Typhoid,False
10316,muounekano wa sumu (typhos),Typhoid,False
10317,muonekano wa sumu (typhos),Typhoid,True
10318,muonekano wa swmu (typhos),Typhoid,False
10319,mmuonekano wa sumu (typhos),Typhoid,False
10320,belly pun,Typhoid,False
10321,belly pin,Typhoid,False
10322,belly pain,Typhoid,True
10323,maumivu ya tumbo,Typhoid,True
10324,maumivu yaa tumbo,Typhoid,False
10325,maumivu ya tummbo,Typhoid,False
10326,maumivu ya tumbbo,Typhoid,False
10327,burning mictoorition,UTI,False
10328,burneng micturition,UTI,False
10329,burning micturition,UTI,True
10330,burming micturition,UTI,False
10331,burning mbicturition,UTI,False
10332,hisi ya moto wakati wa kukhukojoa,UTI,False
10333,hisi ya moto wakadi wa kukojoa,UTI,False
10334,hisi ya moto wakati wa kukoujoa,UTI,False
10335,hiuisi ya moto wakati wa kokojoa,UTI,False
10336,hisi ya motuo wakati wa kukojoa,UTI,False
10337,hisi ya moaoto wakati wa kukojoa,UTI,False
10338,hisi ya moto wakati wa kukojoa,UTI,True
10339,hisi ya moto wakaati wa kukojoa,UTI,False
10340,bladder discomfort,UTI,True
10341,bladder discomhort,UTI,False
10342,bladder discomport,UTI,False
10343,usuumbufu wa kibofu,UTI,False
10344,usumbufu wa kibeofu,UTI,False
10345,usumbufu wa chibofu,UTI,False
10346,usumbufu wa kibofu,UTI,True
10347,usumbufu wa ibofu,UTI,False
10348,foul smell of uane,UTI,False
10349,foul smell of urine,UTI,True
10350,foul smell op urine,UTI,False
10351,foul smell of uryne,UTI,False
10352,harufu mbaya ya mknkojo,UTI,False
10353,harufu mbaya ya mkojo,UTI,True
10354,haufu mbaya ya mkojo,UTI,False
10355,hrufu mbaya ya mkojo,UTI,False
10356,contenuous feel of urine,UTI,False
10357,continuous feel ov urine,UTI,False
10358,cntinuous feel of urine,UTI,False
10359,continuous feel of urine,UTI,True
10360,continuous fieel of urine,UTI,False
10361,hisia ya haj ndogo kila wakati,UTI,False
10362,hisia ya haja ndogo k wakati,UTI,False
10363,hisia ya haja ndogo kila wakate,UTI,False
10364,hisia ya haja ndogo kila wakati,UTI,True
10365,hisia ya haja nngo kyla wakati,UTI,False
10366,hisi ya haja ndogo kila wakati,UTI,False
10367,hisia ya haja ndogo kila wakadi,UTI,False
10368,hisia ya haja ndogo kila wachati,UTI,False
10369,chills,Malaria,True
10370,cells,Malaria,False
10371,baridi kalu,Malaria,False
10372,baridi kali,Malaria,True
10373,baridmi kali,Malaria,False
10374,vometing,Malaria,False
10375,vomiting,Malaria,True
10376,utapika,Malaria,False
10377,kutapika,Malaria,True
10378,kootapika,Malaria,False
10379,high feber,Malaria,False
10380,high fever,Malaria,True
10381,hii f,Malaria,False
10382,higuigh fner,Malaria,False
10383,high fiver,Malaria,False
10384,hooma kai,Malaria,False
10385,homa kali,Malaria,True
10386,sweating,Malaria,True
10387,sweat,Malaria,False
10388,sweatinyg,Malaria,False
10389,sweatingung,Malaria,False
10390,sweading,Malaria,False
10391,sweatiting,Malaria,False
10392,kutokwa jassho,Malaria,False
10393,kutokwa jasho,Malaria,True
10394,kutokwa jasheho,Malaria,False
10395,headache,Malaria,True
10396,headace,Malaria,False
10397,heaadache,Malaria,False
10398,maumivu ya kichwa,Malaria,True
10399,meumivu ya kichwa,Malaria,False
10400,nusea,Malaria,False
10401,nausea,Malaria,True
10402,kichefuchefu,Malaria,True
10403,kochefuchefu,Malaria,False
10404,diarrhoea,Malaria,True
10405,diarrhohoea,Malaria,False
10406,dirrhoea,Malaria,False
10407,kuharisha,Malaria,True
10408,mbuscle pain,Malaria,False
10409,mee pain,Malaria,False
10410,muscle ain,Malaria,False
10411,muscle pain,Malaria,True
10412,muscli pain,Malaria,False
10413,muscle paen,Malaria,False
10414,maumivu ya misuli,Malaria,True
10415,mahvu ya misuli,Malaria,False
10416,maumivu ya meesuli,Malaria,False
10417,chills,Typhoid,True
10418,bareedi kali,Typhoid,False
10419,baridi kli,Typhoid,False
10420,baridi kalmli,Typhoid,False
10421,bauaridi kali,Typhoid,False
10422,baridi kali,Typhoid,True
10423,voing,Typhoid,False
10424,vomimg,Typhoid,False
10425,vomitiniting,Typhoid,False
10426,vomiting,Typhoid,True
10427,kutepika,Typhoid,False
10428,kutapika,Typhoid,True
10429,kuutapika,Typhoid,False
10430,fatigue,Typhoid,True
10431,fatigooe,Typhoid,False
10432,uchobu,Typhoid,False
10433,uchovuoovu,Typhoid,False
10434,uchovu,Typhoid,True
10435,high vever,Typhoid,False
10436,high fever,Typhoid,True
10437,high fiver,Typhoid,False
10438,homa chali,Typhoid,False
10439,home kali,Typhoid,False
10440,homa keli,Typhoid,False
10441,homa kali,Typhoid,True
10442,honma kali,Typhoid,False
10443,hona kali,Typhoid,False
10444,headache,Typhoid,True
10445,headachhe,Typhoid,False
10446,heaache,Typhoid,False
10447,headakye,Typhoid,False
10448,heaadache,Typhoid,False
10449,maumivu ya kichwhwa,Typhoid,False
10450,maumivu ya kichwa,Typhoid,True
10451,maumivu ya kicua,Typhoid,False
10452,nusea,Typhoid,False
10453,nausea,Typhoid,True
10454,naoosea,Typhoid,False
10455,naunsea,Typhoid,False
10456,kichefuchefu,Typhoid,True
10457,kichefwchefu,Typhoid,False
10458,constipaation,Typhoid,False
10459,conatipation,Typhoid,False
10460,constipatiation,Typhoid,False
10461,consdipation,Typhoid,False
10462,constipation,Typhoid,True
10463,kukosa shoo,Typhoid,False
10464,kukosa choo,Typhoid,True
10465,kukousa choo,Typhoid,False
10466,kua choo,Typhoid,False
10467,ebdominal pain,Typhoid,False
10468,abdouminal pain,Typhoid,False
10469,abdomynal pain,Typhoid,False
10470,abdominal pain,Typhoid,True
10471,abdomimal pain,Typhoid,False
10472,abdohdominal pain,Typhoid,False
10473,maumivu ya tumbo,Typhoid,True
10474,maumivu ya umbo,Typhoid,False
10475,maumivu ya tuo,Typhoid,False
10476,dearrhoea,Typhoid,False
10477,diarrhoea,Typhoid,True
10478,cuharisha,Typhoid,False
10479,kuhaauharisha,Typhoid,False
10480,kuharisa,Typhoid,False
10481,kuharisha,Typhoid,True
10482,ta look (typhos),Typhoid,False
10483,tnoxic look (typhos),Typhoid,False
10484,toxic look (typhos),Typhoid,True
10485,muonekano wa sumu (typhas),Typhoid,False
10486,muonekano wa sumu (typhos),Typhoid,True
